body,title,url 
"La zona de los Hamptons es una de las regiones más ostentosas de Nueva York y el destino favorito de las personas adineradas del país para el verano. 
Se ubica en la península de South Fork, en Long Island, y está a dos horas y media, en automóvil, de la ciudad de Nueva York. 
1. Cooper’s Beach. 
Entre sus principales atractivos se encuentran las hermosas playas de arena clara que alberga, entre ellas Cooper’s Beach. Las olas del mar son serenas, ideales para pasar un día con los niños, y en verano tiene una temperatura máxima de 23 grados centígrados. 
Además, durante una caminata por la playa puedes ver la fachada de las casas más lujosas de los millonarios y famosos con casas de verano en los Hamptons. 



 

 
 


 


Ver esta publicación en Instagram

 


 
 
 


 
 


 
 
 



 
 

Una publicación compartida de Marco Bellini (@beloalex) el 30 Dic, 2016 a las 12:41 PST



 

2. Parque Estatal Montauk Point 
Este parque estatal de 348 hectáreas se ubica en East Hampton. Es un excelente lugar para pasar un momento de relajación con caminatas y pesca. La entrada tiene un costo de 8 dólares por automóvil, pero algunas actividades, como la pesca, sí tienen costo extra.



 

 
 


 


Ver esta publicación en Instagram

 


 
 
 


 
 


 
 
 



 
 

Una publicación compartida de G. C. Hellauer Geiger (@geigeronthehudson) el 31 May, 2019 a las 7:22 PDT



 
Te podría interesar






Las 6 mejores experiencias turísticas en EU, según TripAdvisor


El recorrido de un día por las principales atracciones de Nueva York fue el mejor calificado por los usuarios 


 
3. Faro de Montauk Point
En Montauk Point se encuentra el primer faro que se construyó en el estado de Nueva York y el cuarto faro activo más antiguo del país. Sin embargo, no pertenece al Parque Estatal y se debe pagar 12 dólares por adultos y 4 dólares por niño para entrar. 



 

 
 


 


Ver esta publicación en Instagram

 


 
 
 


 
 


 
 
 



 
 

Una publicación compartida de Questlove Gomez (@questlove) el 26 Nov, 2016 a las 11:55 PST



 
4. Acuario de Long Island 
Este acuario tiene un tanque con capacidad de 76 mil litros de agua con una muestra del ecosistema de arrecife de coral natural con 800 tipos de peces y otras especies marinas. 
Aparte de peces, tiene exhibiciones de aves, cocodrilos, mariposas, nutrias, pingüinos, focas, leones marinos y tortugas. El costo de entrada es de 34 dólares para menores de 12 años y de 33 dólares para mayores de 13 años.



 

 
 


 


Ver esta publicación en Instagram

 


 
 
 


 
 


 
 
 



 
 

Una publicación compartida de Lily the Dachshund (@adventuresofbrowndog) el 5 Jun, 2019 a las 3:19 PDT



 
5. Tour por los viñedos de Long Island 
Si eres amante del vino, no te puedes perder el tour por tres viñedos de Long Island. Además de disfrutar la belleza de los lugares de producción, disfrutarás de una cata en cada una de las paradas. 
El recorrido dura nueve horas y generalmente tiene un costo de 3 mil 700 pesos por persona. Sólo está disponible sábados y domingos.



 

 
 


 


Ver esta publicación en Instagram

 


 
 
 


 
 


 
 
 



 
 

Una publicación compartida de Lizzy Katz (@lizzy_gatos) el 14 Abr, 2018 a las 7:27 PDT



 
Lee también






Los 5 destinos de Estados Unidos más populares para el verano 


Las Vegas cuenta con los precios más accesibles de la lista 


 
",,https://www.viveusa.mx/destinos/5-atracciones-que-no-te-puedes-perder-en-los-hamptons
"La modelo Kinsey Wolanski otra vez irrumpió en el entorno futbolístico, días después de invadir el campo en la Final de la Champions League, disputada en Madrid.
 La espontánea reveló que recibió mensajes privados de futbolistas del Liverpool, en el que aparentemente intentaron ligarla.
 “No estoy revelando ningún nombre, pero un par de jugadores del Liverpool me enviaron mensajes privados coquetos después de que estuve en el juego [...] Honestamente, ni siquiera sabía quiénes eran hasta que hice clic en sus perfiles. Aunque no respondí porque ya tengo novio”, confesó Wolanski.  
 
La modelo de 22 años se mostró muy contenta por cometer este acto ilícito, ya que su perfil de Instagram aumentó en gran magnitud el número de seguidores.
 ""Tengo planeado volver a hacer más 'streaking' (ser espontánea en eventos) para elevar la cotización de mi perfil"", añadió.
",,https://www.elgrafico.mx/deportes/jugadores-intentaron-ligarse-la-modelo-de-la-champions-league
"Los gases o flatulencias son producto de la acumulación de aire en el intestino, causada frecuentemente por el consumo de algunos alimentos de difícil digestión. En ocasiones menos comunes, los gases están asociados a enfermedades intestinales, medicamentos o deglución rápida de la comida.
Si su origen son los alimentos, te dejamos una lista de los productos que debes dejar de lado para evitar la producción de gases.
1. Comidas picantes
Las comidas picantes, como mole o chile, aceleran la velocidad con la que los alimentos se mueven por los intestinos, lo que ocasiona la producción de gases estomacales, señala el sistema de salud de la Universidad de Michigan.

2. Cafeína
La cafeína, indica la universidad, aumenta la actividad intestinal y, por tanto, la presencia de gases.

3. Frijol
La Fundación Internacional para Trastornos Gastrointestinales Funcionales (IFFGD, por sus siglas en inglés) señala que los frijoles son uno de los alimentos con mayor probabilidad de causar gases. Sin embargo, si son cocinados con agua fresca la producción de estos se reduce.

4. Lactosa
Este azúcar natural que se encuentra en la leche y los productos lácteos, como el queso y el helado, es causante de gases, especialmente si se tiene intolerancia a la lactosa, indica el Instituto Nacional de Diabetes y Enfermedades Digestivas y Renales (NIDDK, por sus siglas en inglés).

5. Alimentos con almidón
La mayoría de los almidones, incluidas las papas, el maíz y el trigo, producen gas al descomponerse en el intestino grueso, de acuerdo con NIDDK.

6. Alimentos con azúcares
Algunos carbohidratos, explica la escuela de medicina Johns Hopkins, no se digieren correctamente en el intestino delgado debido a la escasez de ciertas enzimas, sino hasta el intestino grueso, donde son descompuestos por las bacterias.
Durante este proceso se produce hidrógeno, dióxido de carbono y, en algunas ocasiones, gas metano, que se libera a través del recto.

7. Fibra dietética
Este tipo de fibra no es digerible en el intestino delgado, por lo que alcanza el colon de manera relativamente intacta, donde es fermentada por algunas bacterias, señala la IFFGD.

8. Bebidas carbonatadas
De acuerdo con la Clínica Mayo, las bebidas carbonatadas son productoras de gases y eructos debido a su alto contenido en dióxido de carbono.

",,https://www.elbotiquin.mx/bienestar/8-alimentos-que-te-provocan-gases
"Después de Jaime Pineda Arteaga, titular de la Secretaría de Seguridad Pública, podrían ser llamados a cuentas, entre ellos funcionarios de la Fiscalía General del Estado (FGE) y presidentes municipales, consideró Beatriz Benavente Rodríguez, diputada presidenta de la Comisión de Seguridad Pública y Reinserción Social del Poder Legislativo.
“Creo que hay diversos funcionarios que podrían ser llamados a cuentas porque no están dando los resultados que esperaban”, señaló.
Ejemplificó casos en las administraciones municipales en las que se ha dado como excusa para la falta de resultados, la labor que realizó la anterior administración.



Artículo


El 13 de junio habría propuesta de diputados que darán seguimiento a juicio contra Pineda


Política


Comisión se puede integrar por hasta 10 legisladores o legisladoras. 







“Si la respuesta que vamos a tener como ciudadanos es que la pasada administración hizo o no hizo las cosas, eso ya lo sabías antes de postularte aquí, el tema es que vas a entrar con ganas de resolver porque los ciudadanos están ávidos de respuesta”, sostuvo.
También apuntó que los funcionarios de procuración de justicia podrían ser llamados a cuenta pues no se han observado resultados, por ejemplo, “si no hemos tenido resultados en un tema tan sencillo como lo era un peritaje del atentado que sufrió el diputado Pedro César Carrizales Becerra, ni eso, imagínense un delito que cobró una vida no van a poder resolverlo”.
Negó que la aprobación de la solicitud de juicio político en contra de Jaime Pineda Arteaga tenga que ver con cuestiones políticas, sino con los resultados que del funcionario en materia de seguridad.
[email protected]  
vkc
",Alcaldes y funcionarios de FGE podrían ser llamados a cuentas por el Poder Legislativo,http://sanluis.eluniversal.com.mx/politica/09-06-2019/alcaldes-y-funcionarios-de-fge-podrian-ser-llamados-cuentas-por-el-poder
"El Programa de Becas para el Bienestar Benito Juárez tiene una meta de siete millones 140 mil beneficiarios.
De dicha meta, se entregarán 300 mil becas del programa Jóvenes Escribiendo el Futuro, es decir, de nivel superior. Esto correspondería al 11 por ciento de la matrícula escolar de alumnos que estudian en alguna escuela pública.
A la fecha se han dispersado 267 mil 78 becas AMLO universitarias, lo que significa 89.03 por ciento con respecto con la meta anual.
En este caso, el gobierno federal que encabeza Andrés Manuel López Obrador informó que las Universidades Benito Juárez, las Interculturales, las Normales, entre otras instituciones, son las escuelas prioritarias para entregar las becas de Jóvenes Escribiendo el Futuro.
De acuerdo con los datos más actualizados disponibles en el Sistema Nacional de Información Estadística Educativa (SNIE) de la Secretaría de Educación Pública, hay 31 millones 645 mil 520 alumnos que estudian en una escuela pública en México. Esto significa que aproximadamente dos de cada diez alumnos de escuelas públicas son los que recibirán una de las Becas AMLO. 
Esteban Moctezuma Barragán, titular de la Secretaría de Educación Pública, informó hace unos días que las Becas Benito Juárez tienen una meta de siete millones 140 mil beneficiarios, divididos en: educación básica para tres millones 686 mil becarios; educación media superior con una meta de tres millones 154 mil personas, y educación superior con 300 mil estudiantes.
Las Becas AMLO para primaria, secundaria, preescolar y prepa consisten en un apoyo de 800 pesos al mes que se depositan bimestralmente, es decir, mil 600 pesos. Mientras que las Becas AMLO para universitarios son de dos mil 400 pesos al mes, depositados también cada dos meses.
MÁS INFORMACIÓN SOBRE LAS BECAS QUE OFRECE LÓPEZ OBRADOR:

Retraso en pago de Becas Benito Juárez causa molestia y dudas
Becas Benito Juárez se otorgarán por 10 meses
100 días AMLO: López Obrador promete 9 millones de becas mensuales
Becas AMLO se pagarán a 6.7 millones madres de familia
Jóvenes Construyendo el Futuro: Suman 27 mil vacantes en Becas AMLO
Becas AMLO universitarias, lo que hay que saber
Becas AMLO desde primaria a universidad, lo que hay que saber
Becas AMLO: Horario del centro de atención
¿Cuál es el monto de las Becas AMLO?
Centros de trabajo de las Becas AMLO, lo que debes saber
STPS abre línea para responder dudas sobre Becas AMLO
Becas AMLO van dirigidas a jóvenes de 18 a 29 años
Becas AMLO Capacitación en el trabajo, lo que debes saber
¿Cómo registrarse en las becas AMLO?
Becas AMLO: Lineamientos de Jóvenes Construyendo el Futuro
¿Dónde entregan las tarjetas de las Becas AMLO?
Crean grupos de Facebook y Whatsapp para Becas AMLO 

Estadistica Educativa Sep by Laísa Salander on Scribd

",¿Cuántas Becas AMLO se han entregado a universitarios?,http://www.unionguanajuato.mx/articulo/2019/06/10/educacion/cuantas-becas-amlo-se-han-entregado-universitarios
"Un insulto racista desencadenó una pelea a golpes entre una pareja de latinos y una de estadounidenses, en una carretera de California. 
Ambas parejas circulaban sobre la ruta estatal 118, en Simi Valley, y por una razón que no se reveló en el video, los estadounidenses aparcaron frente a la familia Martínez para discutir con ellos. 
Mientras los latinos pedían ayuda de la policía por teléfono, una mujer y un hombre, vestidos con playera blanca y pantalón de mezclilla, bajaron vociferando insultos mientras se aproximaban al vehículo de los latinos. 
Tras unos segundos de insultos entre ambas partes, la estadounidense exclamó: “Malditos frijoleros, déjalos ir”. Esto desató la ira de los latinos, quienes bajaron de su auto para discutir con la pareja. 
Visita






Despiden a gerente de Subway por no querer “personas negras” en tienda de Texas


La gerente se negó a revisar la solicitud de una estudiante afroamericana que pidió trabajo en la sucursal de Champion Forest and Cypresswood 


 
Después de forcejeos entre los hombres y tirones de cabello entre las mujeres, la pelea siguió con golpes, especialmente entre las señoras. 
La hispana mantuvo a la mujer de blanco contra el pavimento y cuando se quiso levantar, jaló su cabello y quitó la blusa que llevaba. Su pareja también terminó con la camisa rasgada y semidesnudo por la pelea. Aparentemente, nadie resultó lesionado.  
La pareja que inició la discusión finalmente pidió que la dejaran ir y antes de subir a su vehículo, la familia Martínez gritó “Malditos racistas”. 

Patty Martínez, la hija de la pareja latina compartió el video en su cuenta de Twitter con el mensaje “Aquí está un video de mis padres golpeando el trasero de una horrible pareja racista, que trataban de cortar el paso de mis padres y se refirieron a ellos como “frijoleros” en la rampa de la 118”. 
La publicación original y la cuenta de Patty no están disponibles en Twitter, pero el video se volvió viral y ya se encuentra en diversas plataformas de internet. 
Te podría interesar






¿Cuánto cuestan los viajes en helicóptero de Uber por Nueva York?


El servicio de Uber Copter comenzará a ofrecerse a partir del próximo 9 de julio, para trayectos de lunes a viernes 


 
",,https://www.viveusa.mx/noticias/video-pareja-llama-frijoleros-latinos-y-desata-pelea-en-california
"El tráfico de drogas se convirtió en un tema recurrente entre los autores mexicanos e incluso de escritores de otras nacionalidades.
No es raro que el género bautizado como ‘narcoliteratura’ sea de los preferidos de los lectores, quienes deseosos por comprender la realidad del país consumen las historias protagonizadas por capos y violentas organizaciones criminales.
Algunos de los títulos de la literatura de narcos incluso son los más vendidos en sitios especializados en comercio electrónico como Amazon; ejemplo de ello es ‘Los señores del narco’, de Anabel Hernández.
Éste título y otros se convierten en imprescindibles para los lectores aficionados a los libros con temática del narco.
En las estanterías de las librerías no es raro ver secciones completas con ejemplares como ""El Chapo. El señor del gran poder"", de Rafael Rodríguez Castañeda; ""La reina del sur"", del español Arturo Pérez Reverte; ‘Campos de Amapola, antes de esto’, de Lolita Bosh; La reina del pacífico', Julio Scherer; 'Historia del narcotráfico en México', de Guillermo Valdés Castellanos; -'El jefe de jefes', José Manuel Valenzuela; ‘El cartel’, de Jesús Blancornelas o ""Los trabajos del reino"" del mexicano Yuri Herrera.
Algo que destacan los editores es que la narcoliteratura tiene dos divisiones: Los libros de ficción y los de investigación.
No es raro que algunos de estos ejemplares inspiraron a directores de cine y teatro o productores de series para llevarlos a pantalla o adaptarlos para ser representados en escena.
VER: Javier Valdez: 5 libros que dan cuenta de su periodismo valiente
",Los libros del narco imprescindibles,http://www.unionjalisco.mx/articulo/2019/06/10/cultura/los-libros-del-narco-imprescindibles
"[email protected]
Hace más de siglo y medio, el barco Colombo arribó a las apacibles aguas del mar de Huatulco con un huésped especial: el derrocado y traicionado héroe independentista, Vicente Guerrero. En esa playa fue entregado al gobierno que lo desconoció y le arrebató el poder, desde entonces esta bahía lleva un nombre singular: La Entrega.
El tiempo ha hecho de las suyas a lo largo de los 150 metros de longitud de La Entrega, aunque las tranquilas aguas siguen siendo las mismas, el bullicio se apodera de la zona aunque no sean días vacacionales. De acuerdo a las cifras de la autoridad municipal,  más de 100 mil personas la visitan al año. Y claro, también sigue recibiendo embarcaciones y personajes  especiales.
Esta playa simbólica para la historia de México se convirtió hace 10 días en un destino también simbólico para  las más de 200 mil personas con discapacidad que viven en Oaxaca, según el Instituto Nacional de Estadística y Geografía (Inegi), porque La Entrega fue nombrada una de las nueve playas incluyentes del país, la primera en la entidad y la cuarta en el litoral del Pacífico.
La primera vez en el mar
Paco y Sirena son dos pericos que  prácticamente hacen su nido en la cabeza de Aracely, una jovencita de 16 años con parálisis cerebral. Su madre, Teresa Sánchez Sebastián, se los compró como parte de su terapia de rehabilitación: para controlar su nerviosismo, la joven enfoca sus energías en las aves que juegan entre sus cabellos.
Aracely sonríe con todo su cuerpo. La felicidad la demuestra contorsionándose sobre el camastro anfibio que es sostenido en el mar por su madre  y por  Javier, uno de los dos buzos salvavidas  capacitados para atender  a las personas que disfrutan del mar gracias a este programa piloto impulsado por  el DIF —tanto estatal como   municipal—, el   Monte de Piedad y el Fondo Nacional de Fomento al Turismo.

La joven niña es visitante asidua desde pequeña de la Unidad Básica de Rehabilitación de Santa María Huatulco, así que desde ahí  fue invitada para ser de las primeras  en utilizar las instalaciones de la primera playa incluyente en Oaxaca. En cinco días, ya  son dos las  ocasiones  que Aracely  se mete al mar con su madre, sus tres hermanos y sus dos pericos.
“Antes no la traía al mar, pesa mucho para meterla, pocas veces ella ha disfrutado. Antes era más como una gelatina, pero con el tiempo y las rehabilitaciones ya se mueve, los periquitos le ayudan más. Ahora el mar la hace muy feliz, ella puede mojarse  y los buzos me ayudan a sostenerla un rato”, comenta Teresa mientras sus hijos la rodean salpicando de agua el cuerpo de Aracely.

A escasos dos metros de la joven está Pablo Elino Jiménez, un anciano de la ciudad de Oaxaca que lleva 40 de sus 70 años inmovilizado por la esclerosis múltiple, que lo tiene completamente postrado. No es su primera vez en la playa, pero sí es la primera vez que se mete  al mar y lo disfruta  con la ayuda de sus dos hijos.
Pablo siempre viene a La Entrega. Se sienta debajo de una sombrilla y ve a sus hijos y nietos disfrutar del mar; se conforma. En esta ocasión fue grande su sorpresa al  ver que todo en esta playa  fue adaptado  para personas como él, desde el estacionamiento, la palapa de recepción, los baños, las rampas y  los camastros  anfibios. 

“No sé quién lo haya hecho, pero quien lo hizo, lo hizo bien. Yo estoy muy feliz porque es la primera vez que me meto al mar con la ayuda de mis hijos, pero por fin disfruto del agua”, comenta  mientras sus hijos explican que antes de ese día era difícil meterlo, él se negaba. Ahora fue más fácil.
Para que Pablo pudiera sentir por primera vez el mar fue necesaria una inversión público-privada que asciende a 4  millones 400 mil pesos, presupuesto con  el cual se acondicionó todo el lugar.
Faltan más espacios...
Dos metros más allá de donde están Aracely y Pablo, Raúl, el otro  joven buzo, sostiene a Carmelita Martínez Muñoz, otra de las beneficiarias y presidenta de la Organización de Personas con Discapacidad de Bahías de Huatulco, que desde hace  años lucha por mejorar las condiciones de vida de las mil 115 personas que tienen alguna  discapacidad en este municipio de la Costa, donde viven 38 mil 629 habitantes.
 “Es un sueño hecho realidad”, es lo primero que expresa Carmelita cuando se le pregunta por el proyecto en La Entrega. Se emociona hasta las lágrimas  al saberse parte de este programa piloto que cuenta con nueve personas que han brindado atención a más de 30  sólo en los primero cinco días que llevan las instalaciones modificadas.

De acuerdo con Inegi, del total de personas que viven con discapacidad en este municipio,  36.2% tiene problemas para caminar o  moverse;   11.1% para hablar, comunicarse o conversar;   un 1.4% al vestirse, bañarse o comer; 3% al momento de poner atención o aprender cosas sencillas y  8.1% tiene problemas de carácter intelectual.
 “Ha sido difícil que nos volteen a ver a lo largo de tantos años de lucha, pero se van aperturando más espacios.  Falta mucho por concientizar a los ciudadanos en respetar los espacios que se crean para nosotros, pero no vamos a descansar, hasta  que todos nos incluyan. Hoy fue una playa, pero queremos más playas, más parques adaptados,  más espacios en los gobiernos”, señala Carmelita mientras dos promotores le acomodan el chaleco salvavidas y la cargan para colocarla en el camastro anfibio.

Y así,  feliz, abriéndose paso entre la gente, Carmelita llega en su camastro con ruedas hasta la playa que la recibe plácidamente, como recibiera hace más de un siglo al traicionado Vicente Guerrero.
...y mucha sensibilización
Reina Ríos Cruz se acerca a los turistas que se tiran sobre la arena obstruyendo el camino trazado para el tránsito de las sillas de rueda y camastros anfibios hacia la playa. Les habla con toda la propiedad de una funcionaria y con respeto les pide despejar el área marcada para las personas con discapacidad, ellos la miran y no terminan de entender que tienen el resto de la playa disponible, menos esos dos metros.
Insisten en obstruir, pero Reina les señala que la playa ya se adaptó a las necesidades de personas especiales. De mala gana, aceptan moverse y dejar el camino libre. Esa es  precisamente la mayor dificultad a la que se enfrenta el personal capacitado para vigilar este  proyecto de playa incluyente.
“Es algo nuevo para la gente, pero deben de aprender a respetar, para eso se capacitó a nueve personas del municipio durante dos días, tenemos buzos expertos con más de 20 años en el mar, brindando atención a turistas. Con la inauguración se dio un importante paso hacia una cultura de inclusión total en Oaxaca”, explica Reina,  delegada regional del   DIF en la Costa.
Para acceder a las instalaciones y el equipo especializado para personas con discapacidad, los interesados sólo  tienen que registrarse en el módulo y traer consigo  una persona responsable. Tal ha sido la demanda del proyecto que en cinco días ya han recibido peticiones de grupos y de centros de atenciones múltiples de varias regiones del  estado para utilizar la playa.
Además, ahora  La Entrega también  se convirtió en un espacio de terapia para las personas que reciben rehabilitación, pues “pagar una alberca no es económico, mucho menos para las personas de bajos recursos, así que tener como opción una playa certificada como incluyente es una gran noticia para las más de 200 mil personas con discapacidad en  Oaxaca, por  ejemplo, Aracely”, detalla Reina Ríos.
Para escoger La Entrega como destino del proyecto, por año y medio  se tuvo que monitorear la zona  con drones y  realizar  mediciones del oleaje en distintas épocas del año,  buscando las más tranquilas. Y algo  igual de  importante: se buscó   un lugar a la altura para este  otro hecho histórico. 
",El mar es para todos: estrena Huatulco una playa incluyente,http://oaxaca.eluniversal.com.mx/especiales/22-04-2019/el-mar-es-para-todos-estrena-huatulco-una-playa-incluyente
"

El titular del Servicio de Administración Tributaria (SAT), Héctor Vázquez Luna, ha convocado a los demonios en busca de castigar a un comisionado del instituto federal de transparencia (Inai), Joel Salas, por el sacrilegio de ofrecer al público datos sobre la condonación de impuestos otorgada a equipos del futbol mexicano durante el gobierno Peña Nieto (2012-2018).

Salas no extrajo la documentación respectiva de una cámara secreta ni de las alcantarillas del poder; solo difundió el reporte que el SAT había entregado a un ciudadano solicitante que se apoyó para ello en la legislación vigente. De acuerdo con el SAT, esa información seguía sometida a secreto fiscal, lo que contraviene la actual normatividad, pero también posturas públicas del presidente López Obrador sobre la necesidad de develar detalles sobre este tipo privilegios.

El informe respectivo, liberado por el SAT y propalado por Salas, asegura que en el sexenio anterior los perdones fiscales únicamente beneficiaron a los clubes de futbol Atlante, Monterrey y Universidad con la casi modesta cifra de 63 millones de pesos. Ello entra en contradicción con otras fuentes, que citan estudios de la Auditoría Superior de la Federación según los cuales esas condonaciones a los barones del balón y la cancha superaron los 2 mil millones de pesos en el citado periodo.

En otro episodio, el comisionado Salas y su colega Patricia Kurczyn están siendo señalados de protagonizar en el Inai una intentona de forzar a ese organismo autónomo para pasar como el autor o al menos la fuente final de la lista configurada ad hoc por el gobierno López Obrador con los nombres de 36 periodistas a los que buscó denostar atribuyéndoles haber recibido aportaciones de Peña Nieto.

En ausencia del comisionado presidente, Francisco Acuña (quien se hallaba fuera del país), los dos impugnaron un comunicado del 24 de mayo, avalado por Acuña y cuatro comisionados, que negaba haber entregado la referida lista, publicada la víspera.

El balance final de este tema exhibió que empleados del presidente López Obrador lo orillaron a mentir (lo negó “en honor a la verdad”). Ahora se sabe que empleados de la Presidencia confeccionaron la lista que tanto morbo despertó. Cuando por fin se dio a conocer la relación de pagos a medios en el pasado gobierno, por un total de 60 mil millones de pesos, los nombres de esos periodistas (entre los que fue incluido el suscrito) no figuraban en los documentos oficiales, lo que desnudó aún más la maquinación.

Una tercera estampa de lo que nos está ocurriendo como país refiere que el 22 de mayo, durante una comida de trabajo en instalaciones del propio Inai, la titular de la Función Pública, Irma Eréndira Sandoval, dio otra vuelta de tuerca a la opacidad que se extiende ya sobre los temas públicos, al anunciar a los comisionados nuevos ajustes para “suavizar” los formatos de la declaración patrimonial de funcionarios gubernamentales, bautizada como la “3 de 3”, pero que cada se vez se aleja más de lo propuesto por organismos de la sociedad civil.

Apuntes: Gabriel García, uno de los principales estrategas electorales durante la campaña del ahora presidente López Obrador, dispone de un ejército de al menos 16,500 siervos de la nación, contratados el primer día del año para supervisar a los millones de familias que reciben ayudas sociales del gobierno federal, de acuerdo con documentos oficiales. Su cargo actual es coordinador de Programas Integrales de Desarrollo y reporta directamente con Palacio Nacional. Los siervos cobran en la Secretaría del Bienestar, que dirige María Luisa Albores, pero no están en su estructura, y manejan programas también de las secretarías de Economía o del Trabajo, entre otras dependencias. Colocado en unas solas manos, sobra destacar el poderoso músculo político-electoral que tal aparato supone.
",Tres rostros de la elusiva transparencia,https://www.eluniversal.com.mx/columna/roberto-rock-l/nacion/tres-rostros-de-la-elusiva-transparencia
"El miércoles 19 de septiembre de 2018 Álvaro Margarito quedó cubierto entre las llamas luego de un enfrentamiento en calles de la colonia Juárez, donde junto con otros indígenas otomíes provenientes de Querétaro invadieron una casona abandonada tras el sismo del 85.
Comerciante como la mayoría, defendía el predio número 18 de la calle Roma a donde llegaron a vivir más de 120 familias, luego de que el temblor del 19 de septiembre de 2017 los pusiera en la mira de los dueños del inmueble por un campamento que instalaron en los alrededores.
A un lado del hombre se encontraba el fotógrafo de EL GRÁFICO, Armando Martínez, quien registró todo ese disturbio durante la más de media hora que duró, y lo vivió en carne propia cuando las cosas se salieron de control.
A las 9:00 horas los habitantes escucharon golpes en la puerta, eran 'los cargadores' que llegaban para expulsarlos a como diera lugar, con ayuda de tubos y palos.
En reacción, un grupo de residentes les lanzó piedras, muebles y todo lo que encontraban a su paso, pero no pudieron contra los 50. Dos galones de gasolina les pareció la mejor opción para ahuyentar a sus oponentes, por lo que la rociaron a los alrededores del domicilio con la intención de que los dejaran vivir ahí.
La riña ya había alertado a los cuerpos de seguridad ciudadana, por lo que granaderos se aproximaron al punto. Álvaro Margarito fue uno de los que derramó el combustible en la puerta de la vivienda y le prendió fuego. Enardecido, no se dio cuenta que se había salpicado el pantalón.
Armando nunca dejó de disparar su cámara. La orden del editor era documentar el hecho, bajo el protocolo de seguridad que se implementa cuando los reporteros cubren situaciones violentas. Pero Armando es de los periodistas que se fascinan por los acontecimientos y de los que disfrutan la adrenalina. Él siente que nació para la nota roja, y ese era su momento.
El pasado viernes, el Club de Periodistas de México, A. C., otorgó el Premio Nacional de Periodismo en la categoría de 'Fotografía más oportuna' al reportero gráfico de esta casa editorial, por la imagen de ese día en que casi pierde la vida un hombre.
QUERÍA SER CRONISTA DEPORTIVO
Egresado de la UNAM, en el 2009 todavía quería ser cronista deportivo, pero sus amistades lo llevaron por otro camino, “tuve la oportunidad de coincidir con un compañero y su papá se dedicaba a la nota roja, desde ahí, cuando me mostraba su trabajo, quedé prendido de su profesión"".
Diez años han pasado desde que se sumergió en ese universo donde la muerte y la tragedia son el día a día, donde la realidad supera la ficción.
“Mi trabajo me gusta porque sé que es importante para la sociedad, el que documente alguien lo que realmente pasa en las calles. Mi tarea es dar a conocer estos hechos, los cuales a la larga se convierten en indicadores de dónde hay inseguridad”, explica.
Juan Armando Martínez Argüelles tiene cinco años trabajando para El Gráfico y es parte del equipo que también realiza las transmisiones en vivo del acontecer diario, desde redes sociales.
Acompañado de su familia, recibió la medalla que corona una década de trayectoria y de la cual se enorgullece. “Para hacerlo, siento que necesitas tener algo que te vibre”, puntualiza.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida por El Gráfico (@elgraficomx) el 7 de Jun de 2019 a las 5:41 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida por El Gráfico (@elgraficomx) el 7 de Jun de 2019 a las 5:42 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida por El Gráfico (@elgraficomx) el 7 de Jun de 2019 a las 5:43 PDT


",,https://www.elgrafico.mx/la-roja/el-hombre-en-llamas-la-historia-detras-de-la-foto-que-fue-galardonada
"
Tokio.- La policía de Tokio informó que un ex funcionario del gobierno japonés fue arrestado por el asesinato de su hijo; sin embargo, se negaron a comentar sobre los informes que la prensa local emite sobre que el jubilado dijo a los investigadores que temía que su hijo pudiera dañar a otros.
La policía local dijo que Hideaki Kumazawa, de 76 años, fue arrestado el sábado bajo sospecha de haber apuñalado a su hijo Eiichiro, de 44 años. Además, Kumazawa fue enviado a los fiscales el lunes para solicitar su acusación.
El incidente se produce días después de que un hombre descrito como un recluso social, conocido en Japón como ""Hikikomori"", apuñalara a varios estudiantes en una parada de autobús a las fueras de Tokio, en donde mató a dos personas antes de suicidarse. Otras 17 personas resultaron heridas, en su mayoría alumnas.
Kumazawa, viceministro agrícola retirado, dijo a los investigadores que apuñaló a su hijo por temor a que dañara a otros como en el caso anterior, según la emisora pública NHK.
Según la prensa local, el hijo de Kumazawa regresó a vivir con sus padres el mes pasado y desde entonces la familia había peleado con frecuencia. El padre le dijo a la policía que a menudo su hijo abusaba de él verbal y físicamente, según el informe.
Kumazawa le dijo a la policía que su hijo se molestó por el ruido proveniente de una escuela primaria cercana durante un evento deportivo el sábado y los dos se pelearon, dijo NHK. Kumazawa comentó a los investigadores que pensaba que tenía que hacer algo para que su hijo no dañara a otros, informó NHK.
La policía de Tokio se negó a comentar sobre los informes. Se desconoce si Kumazawa tiene un abogado.
El ataque de la semana pasada en Kawasaki ha puesto de relieve la creciente preocupación por los ""hikikomoris"", aunque los grupos de derechos y los expertos han advertido que el crimen no debería relacionarse fácilmente con una persona que está aislada socialmente.
Una encuesta del gobierno en marzo mostró que Japón ahora tiene un estimado de 610 mil ""hikikomoris"" de entre 40 y 64 años, la mayoría de los cuales son hombres y muchos aún son atendidos por sus padres.

iarp
",Ex funcionario japones mata a su hijo por temor a que dañara a otros,https://www.eluniversal.com.mx/mundo/ex-funcionario-japones-mata-su-hijo-por-temor-que-danara-otros
